"gene_i","gene_j","pcor_asthma","pcor_normal","delta","p_emp_lambda_as","p_emp_lambda_no","p_emp","q_fdr"
"221728_x_at","228492_at",-0.0248511249086995,-0.0288700666161976,0.0040189417074981,0.313432835820896,0.378109452736318,0.378109452736318,0.995986252313313
"205001_s_at","1570360_s_at",0.0366966461890402,0.0331173453717525,0.00357930081728768,0.378109452736318,0.303482587064677,0.378109452736318,0.995986252313313
"227671_at","206700_s_at",-0.0231791733187551,-0.0301490753593376,0.00696990204058249,0.383084577114428,0.318407960199005,0.383084577114428,0.995986252313313
"204410_at","205001_s_at",0.0346000008632698,0.0321826731996488,0.00241732766362106,0.383084577114428,0.373134328358209,0.383084577114428,0.995986252313313
"236694_at","223645_s_at",0.0354112955871563,0.0322727985362847,0.00313849705087155,0.383084577114428,0.343283582089552,0.383084577114428,0.995986252313313
"235117_at","218349_s_at",0.0187045830136052,0,0.0187045830136052,0.368159203980099,0.383084577114428,0.383084577114428,0.995986252313313
"204409_s_at","223645_s_at",0.028812279814927,0.0311606303798396,-0.00234835056491268,0.388059701492537,0.348258706467662,0.388059701492537,0.995986252313313
"204410_at","244482_at",0.0201807273915956,0.023674294505716,-0.00349356711412034,0.388059701492537,0.348258706467662,0.388059701492537,0.995986252313313
"224590_at","206700_s_at",-0.0171387255993248,-0.0238032391787964,0.00666451357947163,0.343283582089552,0.393034825870647,0.393034825870647,0.995986252313313
"224590_at","204410_at",-0.0220252119216782,-0.0272717798055812,0.00524656788390305,0.348258706467662,0.398009950248756,0.398009950248756,0.995986252313313
"219493_at","203967_at",0.0102379023967198,0,0.0102379023967198,0.293532338308458,0.398009950248756,0.398009950248756,0.995986252313313
"219493_at","218195_at",0.00636743727608743,0,0.00636743727608743,0.398009950248756,0.373134328358209,0.398009950248756,0.995986252313313
"203967_at","219990_at",0.0116882005398851,0,0.0116882005398851,0.348258706467662,0.398009950248756,0.398009950248756,0.995986252313313
"209025_s_at","218349_s_at",0.0212528261583215,0,0.0212528261583215,0.398009950248756,0.393034825870647,0.398009950248756,0.995986252313313
"206700_s_at","223645_s_at",0.0366073514090593,0.0337748359333906,0.00283251547566869,0.402985074626866,0.348258706467662,0.402985074626866,1
"209480_at","236203_at",0.0471675432378169,0.04170527710309,0.00546226613472689,0.36318407960199,0.422885572139304,0.422885572139304,1
"217022_s_at","215118_s_at",0.0366457258469082,0.029748734116255,0.00689699173065319,0.422885572139304,0.393034825870647,0.422885572139304,1
"208828_at","228033_at",0.00937261459283235,0,0.00937261459283235,0.333333333333333,0.422885572139304,0.422885572139304,1
"224588_at","205001_s_at",-0.024096668550864,-0.0282061696858896,0.0041095011350256,0.427860696517413,0.288557213930348,0.427860696517413,1
"204409_s_at","223646_s_at",0.0294496925038686,0.0313303203918172,-0.00188062788794859,0.402985074626866,0.427860696517413,0.427860696517413,1
"227671_at","228492_at",-0.0238491752628039,-0.0272570605371359,0.00340788527433196,0.373134328358209,0.427860696517413,0.427860696517413,1
"208828_at","212205_at",0.022900466429193,0,0.022900466429193,0.427860696517413,0.422885572139304,0.427860696517413,1
"224436_s_at","212205_at",3.85833600358593e-05,0,3.85833600358593e-05,0.417910447761194,0.427860696517413,0.427860696517413,1
"221728_x_at","205000_at",-0.0296263580472181,-0.033550326762057,0.00392396871483887,0.432835820895522,0.412935323383085,0.432835820895522,1
"224588_at","228492_at",-0.026068122060819,-0.0287805275913277,0.00271240553050872,0.417910447761194,0.45273631840796,0.45273631840796,1
"212205_at","204240_s_at",0.013733306517832,0,0.013733306517832,0.378109452736318,0.45771144278607,0.45771144278607,1
"212205_at","226860_at",0.010934742876385,0,0.010934742876385,0.45771144278607,0.442786069651741,0.45771144278607,1
"204409_s_at","228492_at",0.0329632224133987,0.0312651024383674,0.00169811997503128,0.462686567164179,0.442786069651741,0.462686567164179,1
"236694_at","244482_at",0.00689376811714899,0.0121423226969473,-0.00524855457979831,0.45273631840796,0.467661691542289,0.467661691542289,1
"204759_at","226860_at",0.0147457023829551,0,0.0147457023829551,0.407960199004975,0.467661691542289,0.467661691542289,1
"213831_at","236203_at",0.0363362118419829,0.0289871215335411,0.00734909030844179,0.407960199004975,0.472636815920398,0.472636815920398,1
"204410_at","1570360_s_at",0.0231226862454224,0.0185889107012553,0.00453377554416716,0.472636815920398,0.383084577114428,0.472636815920398,1
"219493_at","202904_s_at",0.0383536955698804,0.0324127619488697,0.00594093362101068,0.477611940298507,0.402985074626866,0.477611940298507,1
"218195_at","208103_s_at",0.00102648458985868,0,0.00102648458985868,0.477611940298507,0.417910447761194,0.477611940298507,1
"208103_s_at","204444_at",0.0104902602829771,0.0228439659282579,-0.0123537056452807,0.482587064676617,0.447761194029851,0.482587064676617,1
"214218_s_at","205000_at",-0.0293724448233783,-0.0329114434650421,0.00353899864166382,0.487562189054726,0.462686567164179,0.487562189054726,1
"205000_at","206700_s_at",0.0372260265642931,0.0350663645366273,0.00215966202766583,0.492537313432836,0.422885572139304,0.492537313432836,1
"206700_s_at","232618_at",0.0279263290639388,0.0249691270344657,0.00295720202947309,0.447761194029851,0.492537313432836,0.492537313432836,1
"204409_s_at","206624_at",0.021980377721279,0.0245909103868877,-0.00261053266560863,0.45771144278607,0.497512437810945,0.497512437810945,1
"221728_x_at","1570360_s_at",-0.00903161055877112,-0.0137152451459787,0.00468363458720757,0.497512437810945,0.45273631840796,0.497512437810945,1
"212205_at","218349_s_at",0.0174778243456909,0,0.0174778243456909,0.447761194029851,0.497512437810945,0.497512437810945,1
"218195_at","221606_s_at",0.00838625914187822,0,0.00838625914187822,0.502487562189055,0.437810945273632,0.502487562189055,1
"218349_s_at","208103_s_at",0.0145976515425571,0,0.0145976515425571,0.467661691542289,0.502487562189055,0.502487562189055,1
"216044_x_at","226860_at",0.0125703625176185,0,0.0125703625176185,0.487562189054726,0.502487562189055,0.502487562189055,1
"205001_s_at","206624_at",0.0330511254158094,0.0306859910905752,0.00236513432523423,0.507462686567164,0.497512437810945,0.507462686567164,1
"224588_at","206700_s_at",-0.0266838002640857,-0.0310171243794809,0.00433332411539524,0.512437810945274,0.442786069651741,0.512437810945274,1
"204410_at","230760_at",0.0195249843344953,0.0238044891393199,-0.00427950480482461,0.482587064676617,0.512437810945274,0.512437810945274,1
"224590_at","236694_at",-0.0186445505032866,-0.0228485732407544,0.00420402273746782,0.517412935323383,0.502487562189055,0.517412935323383,1
"201909_at","204409_s_at",0.0392982798787398,0.037202545441378,0.00209573443736186,0.522388059701492,0.422885572139304,0.522388059701492,1
"205000_at","236694_at",0.0362314373420632,0.0345867334864307,0.00164470385563251,0.507462686567164,0.522388059701492,0.522388059701492,1
"218195_at","212205_at",0.0145757227925946,0,0.0145757227925946,0.522388059701492,0.517412935323383,0.522388059701492,1
"209025_s_at","204444_at",0.00900571146019544,0.0206633700685375,-0.0116576586083421,0.522388059701492,0.45771144278607,0.522388059701492,1
"206700_s_at","205001_s_at",0.0325815423138387,0.0306146680007796,0.00196687431305912,0.507462686567164,0.527363184079602,0.527363184079602,1
"214218_s_at","204410_at",-0.027113478053708,-0.0306736139972187,0.00356013594351071,0.532338308457711,0.532338308457711,0.532338308457711,1
"228492_at","244482_at",0.0253091659945539,0.0278501934788087,-0.00254102748425473,0.512437810945274,0.532338308457711,0.532338308457711,1
"228551_at","226860_at",0,0.00518116975875283,-0.00518116975875283,0.532338308457711,0.442786069651741,0.532338308457711,1
"205001_s_at","244482_at",0.0155641789578343,0.0191407754640115,-0.00357659650617722,0.54228855721393,0.517412935323383,0.54228855721393,1
"218195_at","228033_at",0.000919240056629688,0,0.000919240056629688,0.54228855721393,0.527363184079602,0.54228855721393,1
"223646_s_at","1570360_s_at",0.0160006003400622,0.0208723474506704,-0.00487174711060815,0.552238805970149,0.507462686567164,0.552238805970149,1
"223645_s_at","244482_at",0.0129238624498865,0.0172934588680631,-0.00436959641817657,0.532338308457711,0.557213930348259,0.557213930348259,1
"219493_at","218100_s_at",0.0102794618874547,0,0.0102794618874547,0.557213930348259,0.497512437810945,0.557213930348259,1
"235117_at","204444_at",0.00152040547402943,0.0101546005936102,-0.00863419511958076,0.557213930348259,0.522388059701492,0.557213930348259,1
"228492_at","230760_at",0.0267210763403095,0.024105049709665,0.00261602663064456,0.557213930348259,0.562189054726368,0.562189054726368,1
"224589_at","206700_s_at",-0.0217476365450588,-0.0255740629179689,0.00382642637291017,0.522388059701492,0.567164179104478,0.567164179104478,1
"235117_at","221606_s_at",0.0031815826727668,0.0148038455648741,-0.0116222628921073,0.54228855721393,0.567164179104478,0.567164179104478,1
"218195_at","200864_s_at",0.00644244761033298,0,0.00644244761033298,0.54726368159204,0.567164179104478,0.567164179104478,1
"204410_at","232618_at",0.0325837161374206,0.0309160104731177,0.00166770566430292,0.572139303482587,0.492537313432836,0.572139303482587,1
"232618_at","228492_at",0.0315393529990481,0.0296933053379066,0.00184604766114149,0.572139303482587,0.567164179104478,0.572139303482587,1
"227671_at","1570360_s_at",-0.00914729301900611,-0.0134763792602457,0.00432908624123955,0.572139303482587,0.447761194029851,0.572139303482587,1
"205000_at","204410_at",0.0378792474906893,0.0361264255545058,0.00175282193618351,0.577114427860697,0.517412935323383,0.577114427860697,1
"206700_s_at","236694_at",0.0421852170630778,0.0404468124304143,0.00173840463266353,0.567164179104478,0.582089552238806,0.582089552238806,1
"219493_at","228033_at",0.00459433236307033,0,0.00459433236307033,0.582089552238806,0.557213930348259,0.582089552238806,1
"224589_at","236694_at",-0.0214194891548535,-0.023954545273975,0.00253505611912149,0.587064676616915,0.537313432835821,0.587064676616915,1
"223646_s_at","244482_at",0.0168029651019976,0.0199926900008884,-0.00318972489889074,0.567164179104478,0.587064676616915,0.587064676616915,1
"204444_at","228033_at",0.0058546784775109,0,0.0058546784775109,0.577114427860697,0.587064676616915,0.587064676616915,1
"221727_at","208828_at",0.0065960231651529,0,0.0065960231651529,0.552238805970149,0.592039800995025,0.592039800995025,1
"205034_at","235117_at",0.014128090665285,0.00754076379440494,0.00658732687088003,0.572139303482587,0.592039800995025,0.592039800995025,1
"234764_x_at","217179_x_at",0,0.00495061928677395,-0.00495061928677395,0.601990049751244,0.532338308457711,0.601990049751244,1
"227671_at","205000_at",-0.0304003213550296,-0.0332767934266889,0.0028764720716593,0.606965174129353,0.557213930348259,0.606965174129353,1
"222608_s_at","204444_at",0.00365013103383892,0,0.00365013103383892,0.567164179104478,0.606965174129353,0.606965174129353,1
"227671_at","204410_at",-0.0270837862942768,-0.0302818044025933,0.00319801810831647,0.611940298507463,0.54726368159204,0.611940298507463,1
"214218_s_at","1570360_s_at",-0.0105413805711088,-0.0141791270168445,0.00363774644573569,0.611940298507463,0.532338308457711,0.611940298507463,1
"201890_at","204444_at",0.00386233680291557,0.013973550747443,-0.0101112139445274,0.557213930348259,0.611940298507463,0.611940298507463,1
"208828_at","235117_at",0.0259719480806008,0.0167603024784443,0.0092116456021565,0.572139303482587,0.616915422885572,0.616915422885572,1
"219990_at","208103_s_at",0.00994283522385633,0,0.00994283522385633,0.616915422885572,0.606965174129353,0.616915422885572,1
"201909_at","224589_at",-0.0349856228482951,-0.0326135587369638,-0.00237206411133129,0.621890547263682,0.597014925373134,0.621890547263682,1
"AFFX-HUMRGE/M10098_M_at","AFFX-M27830_5_at",0.0339657440462618,0.0290422603233432,0.00492348372291858,0.621890547263682,0.606965174129353,0.621890547263682,1
"205000_at","224589_at",-0.0265364337998798,-0.0292971915537068,0.00276075775382703,0.567164179104478,0.626865671641791,0.626865671641791,1
"223646_s_at","214131_at",0.0265906495944951,0.0246245461246967,0.00196610346979836,0.616915422885572,0.626865671641791,0.626865671641791,1
"219990_at","204444_at",0.0394932182531778,0.0359777986646109,0.00351541958856684,0.631840796019901,0.592039800995025,0.631840796019901,1
"205034_at","226860_at",0.00837161226597445,0,0.00837161226597445,0.631840796019901,0.611940298507463,0.631840796019901,1
"219493_at","204759_at",0.00700172478023548,0,0.00700172478023548,0.616915422885572,0.646766169154229,0.646766169154229,1
"205000_at","224590_at",-0.0239103065190913,-0.0269708828248163,0.003060576305725,0.557213930348259,0.651741293532338,0.651741293532338,1
"206700_s_at","1570360_s_at",0.0201320073524348,0.023142493728153,-0.00301048637571819,0.592039800995025,0.651741293532338,0.651741293532338,1
"204444_at","226860_at",0.0157810672512025,0.00831748335322798,0.00746358389797457,0.572139303482587,0.656716417910448,0.656716417910448,1
"202904_s_at","212205_at",0.00989553894389994,0.0048347562041344,0.00506078273976553,0.651741293532338,0.661691542288557,0.661691542288557,1
"235117_at","212205_at",0.0119293493648595,0.00312011876179735,0.00880923060306213,0.621890547263682,0.676616915422886,0.676616915422886,1
"219493_at","208103_s_at",0.0378747563707785,0.0345969464983707,0.00327780987240781,0.676616915422886,0.651741293532338,0.676616915422886,1
"232618_at","214131_at",0.0352114578474628,0.0334845268387362,0.0017269310087266,0.681592039800995,0.681592039800995,0.681592039800995,1
"219493_at","205034_at",0.00855891483723861,0.00137093075639409,0.00718798408084451,0.681592039800995,0.686567164179104,0.686567164179104,1
"201890_at","218349_s_at",0.00278755824480093,0,0.00278755824480093,0.686567164179104,0.631840796019901,0.686567164179104,1
"218195_at","215245_x_at",0.0257611327193265,0.032145089367419,-0.00638395664809244,0.691542288557214,0.656716417910448,0.691542288557214,1
"201909_at","205000_at",0.0367777026537221,0.0355629589166271,0.001214743737095,0.701492537313433,0.661691542288557,0.701492537313433,1
"223646_s_at","206624_at",0.0271226150010473,0.0287329398188826,-0.00161032481783524,0.681592039800995,0.701492537313433,0.701492537313433,1
"213831_at","212999_x_at",0.0346285791172481,0.0382258697677189,-0.00359729065047078,0.701492537313433,0.691542288557214,0.701492537313433,1
"204410_at","214131_at",0.0259941908864748,0.0279933880572954,-0.00199919717082067,0.706467661691542,0.63681592039801,0.706467661691542,1
"208828_at","202904_s_at",0.00203439181390885,0,0.00203439181390885,0.676616915422886,0.706467661691542,0.706467661691542,1
"224588_at","201909_at",-0.0349799605979647,-0.032772815086899,-0.00220714551106566,0.711442786069652,0.63681592039801,0.711442786069652,1
"203216_s_at","218195_at",0.00571272900450986,0,0.00571272900450986,0.656716417910448,0.711442786069652,0.711442786069652,1
"219493_at","222608_s_at",0.000739895893090761,0,0.000739895893090761,0.711442786069652,0.691542288557214,0.711442786069652,1
"212205_at","228033_at",0.00681995110200592,0,0.00681995110200592,0.691542288557214,0.711442786069652,0.711442786069652,1
"224588_at","236694_at",-0.0266497279939609,-0.0284689394816034,0.00181921148764244,0.73134328358209,0.696517412935323,0.73134328358209,1
"206700_s_at","206624_at",0.028193508965844,0.0265735966488171,0.00161991231702693,0.736318407960199,0.706467661691542,0.736318407960199,1
"235117_at","226860_at",0.0175109281284778,0.0121080618691378,0.00540286625933998,0.706467661691542,0.746268656716418,0.746268656716418,1
"231747_at","226860_at",0.0187361114350103,0.0229625550665571,-0.00422644363154686,0.746268656716418,0.711442786069652,0.746268656716418,1
"236694_at","205001_s_at",0.0326015494961431,0.0317198792648927,0.00088167023125036,0.751243781094527,0.696517412935323,0.751243781094527,1
"219493_at","226860_at",0.01704421181326,0.011879254174939,0.005164957638321,0.721393034825871,0.751243781094527,0.751243781094527,1
"206700_s_at","228492_at",0.02991764656861,0.0290208865650502,0.000896760003559753,0.751243781094527,0.756218905472637,0.756218905472637,1
"212205_at","204444_at",0.0171148582132082,0.0274648365263003,-0.0103499783130921,0.756218905472637,0.751243781094527,0.756218905472637,1
"214218_s_at","201909_at",-0.0351552599325798,-0.0329077446345787,-0.00224751529800105,0.761194029850746,0.741293532338308,0.761194029850746,1
"224588_at","1570360_s_at",-0.0123283710977538,-0.0140381549902013,0.00170978389244744,0.766169154228856,0.761194029850746,0.766169154228856,1
"201909_at","236694_at",0.0260356561281868,0.0274088464947771,-0.00137319036659033,0.751243781094527,0.771144278606965,0.771144278606965,1
"218195_at","226641_at",0.0180268106826625,0.0256200980056517,-0.00759328732298927,0.771144278606965,0.721393034825871,0.771144278606965,1
"221728_x_at","204409_s_at",-0.0319640106565558,-0.0336224081283021,0.00165839747174634,0.781094527363184,0.756218905472637,0.781094527363184,1
"219990_at","212205_at",0.00970769840526097,0,0.00970769840526097,0.781094527363184,0.771144278606965,0.781094527363184,1
"208828_at","209025_s_at",0.0217666650197879,0.0269352470841906,-0.00516858206440272,0.751243781094527,0.786069651741294,0.786069651741294,1
"234764_x_at","217227_x_at",0.0481247710408083,0.0455629690820906,0.00256180195871766,0.746268656716418,0.800995024875622,0.800995024875622,1
"204410_at","223646_s_at",0.030675941048734,0.0312675898119474,-0.000591648763213316,0.786069651741294,0.805970149253731,0.805970149253731,1
"219493_at","209025_s_at",0.0271010418773624,0.0297708573772002,-0.00266981549983773,0.81592039800995,0.771144278606965,0.81592039800995,1
"222608_s_at","219990_at",0.0120640292751501,0.00753575190695205,0.00452827736819807,0.746268656716418,0.82089552238806,0.82089552238806,1
"227671_at","201909_at",-0.0347128949640105,-0.0329593309724045,-0.00175356399160597,0.825870646766169,0.716417910447761,0.825870646766169,1
"214131_at","206624_at",0.0102925126687894,0.0119369160046604,-0.00164440333587097,0.825870646766169,0.81592039800995,0.825870646766169,1
"219493_at","235117_at",0.0181590539989866,0.0211945953507497,-0.00303554135176312,0.825870646766169,0.830845771144279,0.830845771144279,1
"206624_at","1570360_s_at",0.0254308484542877,0.0267487743416685,-0.00131792588738085,0.835820895522388,0.825870646766169,0.835820895522388,1
"204409_s_at","224589_at",-0.0295491840886574,-0.0305871594784071,0.00103797538974973,0.845771144278607,0.825870646766169,0.845771144278607,1
"205034_at","219990_at",0.0184143640705435,0.0149924370578377,0.00342192701270575,0.850746268656716,0.796019900497512,0.850746268656716,1
"236641_at","204444_at",0.00197189218441783,0,0.00197189218441783,0.82089552238806,0.850746268656716,0.850746268656716,1
"209025_s_at","226860_at",0.0157945315944963,0.0196938565571474,-0.00389932496265112,0.791044776119403,0.850746268656716,0.850746268656716,1
"221728_x_at","201909_at",-0.0346107673960138,-0.0333765742934154,-0.00123419310259847,0.855721393034826,0.805970149253731,0.855721393034826,1
"227671_at","204409_s_at",-0.032500989042266,-0.033424864214291,0.000923875172024941,0.860696517412935,0.860696517412935,0.860696517412935,1
"224588_at","204409_s_at",-0.0346427333578017,-0.0338157441007477,-0.000826989257054003,0.840796019900497,0.865671641791045,0.865671641791045,1
"204409_s_at","214131_at",0.0256120436289173,0.0265461961135706,-0.000934152484653252,0.865671641791045,0.835820895522388,0.865671641791045,1
"AFFX-HUMRGE/M10098_5_at","AFFX-M27830_5_at",0.00515708843525642,0.00772265357118496,-0.00256556513592854,0.865671641791045,0.830845771144279,0.865671641791045,1
"235117_at","209025_s_at",0.0212847990300541,0.0181221078168209,0.0031626912132332,0.835820895522388,0.865671641791045,0.865671641791045,1
"219990_at","228729_at",0.0202036287791813,0.0227956656821311,-0.0025920369029498,0.870646766169154,0.860696517412935,0.870646766169154,1
"214218_s_at","204409_s_at",-0.0323741017280161,-0.033220414812466,0.000846313084449976,0.81592039800995,0.875621890547264,0.875621890547264,1
"236694_at","230760_at",0.0154345564067405,0.0145475959270976,0.000886960479642821,0.875621890547264,0.860696517412935,0.875621890547264,1
"228092_at","219493_at",0.00306339060839351,0.00583058851232999,-0.00276719790393648,0.875621890547264,0.855721393034826,0.875621890547264,1
"204409_s_at","224590_at",-0.0279892675917253,-0.0287998256463901,0.00081055805466481,0.875621890547264,0.880597014925373,0.880597014925373,1
"204410_at","223645_s_at",0.0292006273237157,0.0297383661697252,-0.000537738846009505,0.880597014925373,0.860696517412935,0.880597014925373,1
"208828_at","203967_at",0.0101948477868237,0.00834971260891586,0.00184513517790783,0.865671641791045,0.880597014925373,0.880597014925373,1
"204409_s_at","1570360_s_at",0.0143603800747279,0.0153311667044587,-0.000970786629730842,0.885572139303483,0.855721393034826,0.885572139303483,1
"201909_at","205001_s_at",0.0299134993926849,0.0303806280200158,-0.000467128627330896,0.890547263681592,0.875621890547264,0.890547263681592,1
"235117_at","219990_at",0.0060906224694726,0.00393768585930971,0.00215293661016289,0.895522388059702,0.840796019900497,0.895522388059702,1
"224588_at","204410_at",-0.0298255752134788,-0.0306938878163528,0.00086831260287399,0.900497512437811,0.835820895522388,0.900497512437811,1
"206700_s_at","223646_s_at",0.0334498858853632,0.0338213095252471,-0.000371423639883912,0.90547263681592,0.885572139303483,0.90547263681592,1
"235117_at","202904_s_at",0.00784518432039023,0.0101330366336133,-0.00228785231322305,0.870646766169154,0.90547263681592,0.90547263681592,1
"208828_at","226860_at",0.027531821708939,0.0261156986023061,0.00141612310663286,0.900497512437811,0.90547263681592,0.90547263681592,1
"224588_at","205000_at",-0.0324374651529375,-0.0331479501546051,0.000710485001667628,0.91044776119403,0.845771144278607,0.91044776119403,1
"228492_at","1570360_s_at",0.0187752812249438,0.0199054268768513,-0.00113014565190759,0.91044776119403,0.845771144278607,0.91044776119403,1
"219493_at","222848_at",0.00577954388101192,0.00836198406158703,-0.00258244018057511,0.91044776119403,0.880597014925373,0.91044776119403,1
"212205_at","209025_s_at",0.00268019073664675,0,0.00268019073664675,0.791044776119403,0.915422885572139,0.915422885572139,1
"201890_at","219493_at",0.00715489971283967,0.00964153861632017,-0.0024866389034805,0.890547263681592,0.920398009950249,0.920398009950249,1
"232618_at","223645_s_at",0.0320130059759577,0.0314301219954994,0.000582883980458276,0.925373134328358,0.900497512437811,0.925373134328358,1
"223645_s_at","214131_at",0.0233827516816892,0.0229234792638525,0.000459272417836679,0.925373134328358,0.900497512437811,0.925373134328358,1
"224589_at","1570360_s_at",-0.00826743495555967,-0.00910696965947451,0.000839534703914837,0.925373134328358,0.900497512437811,0.925373134328358,1
"236694_at","1570360_s_at",0.0266105768429553,0.0269611078655016,-0.00035053102254631,0.925373134328358,0.925373134328358,0.925373134328358,1
"219493_at","212205_at",0.00759022669314868,0.0116868519783061,-0.00409662528515744,0.925373134328358,0.870646766169154,0.925373134328358,1
"232618_at","230760_at",0.0214797006292293,0.0207388822014246,0.000740818427804747,0.91044776119403,0.930348258706468,0.930348258706468,1
"232618_at","244482_at",0.0338779418985195,0.034429156666144,-0.000551214767624437,0.930348258706468,0.930348258706468,0.930348258706468,1
"205001_s_at","223645_s_at",0.0312516504039642,0.0316075480334587,-0.000355897629494548,0.925373134328358,0.935323383084577,0.935323383084577,1
"205000_at","206624_at",0.0296608010602951,0.0300627900787535,-0.000401989018458431,0.880597014925373,0.935323383084577,0.935323383084577,1
"212205_at","226641_at",0.00556370077810376,0.00416706863795387,0.00139663214014989,0.945273631840796,0.940298507462687,0.945273631840796,1
"201909_at","204410_at",0.0321855958853281,0.0325054314835564,-0.000319835598228332,0.950248756218905,0.925373134328358,0.950248756218905,1
"206700_s_at","214131_at",0.0274476137996064,0.0271981177144874,0.000249496085118997,0.955223880597015,0.955223880597015,0.955223880597015,1
"AFFX-HUMRGE/M10098_M_at","AFFX-HUMRGE/M10098_3_at",0.0520960088044457,0.0516472402573607,0.000448768547085039,0.940298507462687,0.960199004975124,0.960199004975124,1
"224590_at","1570360_s_at",-0.00649740013903077,-0.00595056000709095,-0.000546840131939825,0.970149253731343,0.940298507462687,0.970149253731343,1
"236694_at","223646_s_at",0.0323991876161541,0.0325115392109436,-0.000112351594789478,0.975124378109453,0.935323383084577,0.975124378109453,1
"236694_at","214131_at",0.028746449569489,0.0287082630203341,3.81865491549081e-05,0.985074626865672,0.990049751243781,0.990049751243781,1
"208103_s_at","226860_at",0.00116429698913129,0.00133610032422447,-0.000171803335093181,0.990049751243781,0.990049751243781,0.990049751243781,1
"201909_at","1570360_s_at",0.0152488175614942,0.0151781147201322,7.07028413619963e-05,0.995024875621891,0.995024875621891,0.995024875621891,1
"224588_at","213831_at",0,0,0,1,1,1,1
"223646_s_at","228492_at",0.0324658173715109,0.0324318435011728,3.39738703381276e-05,0.985074626865672,1,1,1
"227671_at","213831_at",0,0,0,1,1,1,1
"221728_x_at","213831_at",0,0,0,1,1,1,1
"213831_at","214218_s_at",0,0,0,1,1,1,1
"213831_at","201909_at",0,0,0,1,1,1,1
"213831_at","204409_s_at",0,0,0,1,1,1,1
"213831_at","205000_at",0,0,0,1,1,1,1
"224588_at","203290_at",0,0,0,1,1,1,1
"227671_at","203290_at",0,0,0,1,1,1,1
"221728_x_at","203290_at",0,0,0,1,1,1,1
"213831_at","203290_at",0,0,0,1,1,1,1
"214218_s_at","203290_at",0,0,0,1,1,1,1
"201909_at","203290_at",0,0,0,1,1,1,1
"204409_s_at","203290_at",0,0,0,1,1,1,1
"205000_at","203290_at",0,0,0,1,1,1,1
"213831_at","224589_at",0,0,0,1,1,1,1
"203290_at","224589_at",0,0,0,1,1,1,1
"224588_at","209480_at",0,0,0,1,1,1,1
"227671_at","209480_at",0,0,0,1,1,1,1
"221728_x_at","209480_at",0,0,0,1,1,1,1
"214218_s_at","209480_at",0,0,0,1,1,1,1
"201909_at","209480_at",0,0,0,1,1,1,1
"204409_s_at","209480_at",0,0,0,1,1,1,1
"205000_at","209480_at",0,0,0,1,1,1,1
"203290_at","209480_at",0,0,0,1,1,1,1
"224589_at","209480_at",0,0,0,1,1,1,1
"213831_at","224590_at",0,0,0,1,1,1,1
"203290_at","224590_at",0,0,0,1,1,1,1
"209480_at","224590_at",0,0,0,1,1,1,1
"224588_at","AFFX-HUMRGE/M10098_5_at",0,0,0,1,1,1,1
"227671_at","AFFX-HUMRGE/M10098_5_at",0,0,0,1,1,1,1
"221728_x_at","AFFX-HUMRGE/M10098_5_at",0,0,0,1,1,1,1
"213831_at","AFFX-HUMRGE/M10098_5_at",0,0,0,1,1,1,1
"214218_s_at","AFFX-HUMRGE/M10098_5_at",0,0,0,1,1,1,1
"201909_at","AFFX-HUMRGE/M10098_5_at",0,0,0,1,1,1,1
"204409_s_at","AFFX-HUMRGE/M10098_5_at",0,0,0,1,1,1,1
"205000_at","AFFX-HUMRGE/M10098_5_at",0,0,0,1,1,1,1
"203290_at","AFFX-HUMRGE/M10098_5_at",0,0,0,1,1,1,1
"224589_at","AFFX-HUMRGE/M10098_5_at",0,0,0,1,1,1,1
"209480_at","AFFX-HUMRGE/M10098_5_at",0,0,0,1,1,1,1
"224590_at","AFFX-HUMRGE/M10098_5_at",0,0,0,1,1,1,1
"224588_at","209728_at",0,0,0,1,1,1,1
"227671_at","209728_at",0,0,0,1,1,1,1
"221728_x_at","209728_at",0,0,0,1,1,1,1
"213831_at","209728_at",0,0,0,1,1,1,1
"214218_s_at","209728_at",0,0,0,1,1,1,1
"201909_at","209728_at",0,0,0,1,1,1,1
"204409_s_at","209728_at",0,0,0,1,1,1,1
"205000_at","209728_at",0,0,0,1,1,1,1
"203290_at","209728_at",0,0,0,1,1,1,1
"224589_at","209728_at",0,0,0,1,1,1,1
"209480_at","209728_at",0,0,0,1,1,1,1
"224590_at","209728_at",0,0,0,1,1,1,1
"AFFX-HUMRGE/M10098_5_at","209728_at",0,0,0,1,1,1,1
"213831_at","206700_s_at",0,0,0,1,1,1,1
"203290_at","206700_s_at",0,0,0,1,1,1,1
"209480_at","206700_s_at",0,0,0,1,1,1,1
"AFFX-HUMRGE/M10098_5_at","206700_s_at",0,0,0,1,1,1,1
"209728_at","206700_s_at",0,0,0,1,1,1,1
"224588_at","217022_s_at",0,0,0,1,1,1,1
"227671_at","217022_s_at",0,0,0,1,1,1,1
"221728_x_at","217022_s_at",0,0,0,1,1,1,1
"213831_at","217022_s_at",0,0,0,1,1,1,1
"214218_s_at","217022_s_at",0,0,0,1,1,1,1
"201909_at","217022_s_at",0,0,0,1,1,1,1
"204409_s_at","217022_s_at",0,0,0,1,1,1,1
"205000_at","217022_s_at",0,0,0,1,1,1,1
"203290_at","217022_s_at",0,0,0,1,1,1,1
"224589_at","217022_s_at",0,0,0,1,1,1,1
"209480_at","217022_s_at",0,0,0,1,1,1,1
