"gene_i","gene_j","pcor_asthma","pcor_normal","delta"
"206701_x_at","201243_s_at",-0.0656186828433552,-0.329458819176407,0.263840136333052
"216491_x_at","1565162_s_at",0.310108735760189,0.0464112695212998,0.263697466238889
"217227_x_at","216412_x_at",0.154294887800086,0.417312208441574,-0.263017320641488
"222846_at","222850_s_at",0.0814808069271778,0.344242253277744,-0.262761446350566
"235278_at","224837_at",0.336284042364621,0.0738966990456015,0.26238734331902
"220892_s_at","209750_at",0.0802276488132737,0.34242337829971,-0.262195729486436
"210839_s_at","229367_s_at",0.328495729713417,0.0663443525736565,0.26215137713976
"217179_x_at","217258_x_at",0.344596487480057,0.0826658272582852,0.261930660221772
"201131_s_at","228377_at",0.0956431319049312,0.357321552626144,-0.261678420721213
"208151_x_at","221618_s_at",-0.111426759572518,-0.37294128960556,0.261514530033042
"226352_at","226636_at",0.0758357114644486,0.337175064725355,-0.261339353260906
"227499_at","242918_at",0.301458956033481,0.0404387732211593,0.261020182812321
"204271_s_at","239082_at",0.171356346848192,0.431595412936496,-0.260239066088304
"1565162_s_at","205105_at",-0.108025132775853,-0.366987666471161,0.258962533695308
"1554273_a_at","235341_at",0.114770585646867,0.373391686578135,-0.258621100931268
"235868_at","225956_at",0.159198357337522,0.41778236242465,-0.258584005087127
"208828_at","226860_at",0.137446957869042,0.396022674103566,-0.258575716234524
"214039_s_at","208029_s_at",0.26893522278352,0.526977544275199,-0.258042321491679
"226085_at","204995_at",-0.0807988658664616,-0.338512651825457,0.257713785958996
"237215_s_at","219270_at",-0.278982227212481,-0.0213431745241158,-0.257639052688365
"226702_at","227812_at",-0.0778709522280333,-0.335052812269336,0.257181860041303
"243198_at","210138_at",0.162485776741673,0.418875939169455,-0.256390162427782
"210279_at","202988_s_at",-0.151243789229725,-0.407563744657784,0.256319955428059
"211555_s_at","213470_s_at",0.0857535392262345,0.341732829432236,-0.255979290206002
"208763_s_at","227458_at",0.353734669179109,0.0977665767599439,0.255968092419165
"208319_s_at","220306_at",-0.091185353216777,-0.346523952199529,0.255338598982752
"227404_s_at","223565_at",-0.0775288507803926,-0.332724019388581,0.255195168608189
"219493_at","201996_s_at",0.0912342538837084,0.345646054632026,-0.254411800748318
"218793_s_at","225285_at",0.0840655561350565,0.33835435025587,-0.254288794120814
"225768_at","203574_at",0.103700963134675,0.357940211371567,-0.254239248236893
"217378_x_at","217157_x_at",0.0857941658185309,0.339457570536154,-0.253663404717623
"226085_at","221765_at",-0.0761543794830781,-0.329754310354763,0.253599930871685
"212044_s_at","214001_x_at",0.118547953249299,0.372092848621287,-0.253544895371988
"229830_at","206975_at",0.128451941196952,0.381876387417916,-0.253424446220964
"1552703_s_at","1555193_a_at",0.125562338728497,0.378967363417927,-0.25340502468943
"218195_at","227432_s_at",-0.082726385406971,-0.335675659278745,0.252949273871774
"202207_at","208763_s_at",0.279749070887504,0.0271523157259249,0.252596755161579
"216491_x_at","211367_s_at",-0.289620011851564,-0.0372176083511071,-0.252402403500457
"226558_at","235274_at",0.122179995943086,0.374475693065939,-0.252295697122853
"212451_at","201996_s_at",0.0806448520832038,0.332730701423038,-0.252085849339834
"1563209_a_at","208650_s_at",0.287253264807162,0.0356924948668384,0.251560769940324
"201811_x_at","242406_at",0.0812769954187223,0.332808904886117,-0.251531909467395
"219602_s_at","1553132_a_at",-0.0860896849285859,-0.337223477788427,0.251133792859841
"226352_at","213689_x_at",0.113401519752365,0.364512815496038,-0.251111295743673
"203817_at","229530_at",0.12934152127818,0.379993844289845,-0.250652323011665
"210587_at","213524_s_at",0.144918762404914,0.395530591261511,-0.250611828856597
"219288_at","206545_at",-0.0820413430298271,-0.332558917838658,0.250517574808831
"217678_at","242787_at",-0.119846250517904,-0.3701326414778,0.250286390959897
"223940_x_at","209754_s_at",0.0919488482098097,0.342211449659554,-0.250262601449744
"211640_x_at","227458_at",0.291768020637361,0.0416652732920303,0.250102747345331
"230877_at","213606_s_at",0.160131141274103,0.410053413391145,-0.249922272117043
"213797_at","229841_at",-0.113913098640844,-0.363624242001239,0.249711143360394
"225046_at","209970_x_at",0.299712755552673,0.0501151074776388,0.249597648075035
"205403_at","209120_at",0.0885225125844732,0.338021302302211,-0.249498789717737
"235412_at","235638_at",0.0913734294657443,0.340170657433059,-0.248797227967315
"204866_at","228033_at",0.0998912867280097,0.348577581962785,-0.248686295234776
"1553749_at","224404_s_at",0.079956645838421,0.328504171348716,-0.248547525510295
"211366_x_at","218566_s_at",-0.154040240241737,-0.402332249510873,0.248292009269136
"208319_s_at","204444_at",0.0970820351254939,0.345201944406003,-0.24811990928051
"213642_at","221943_x_at",0.336279387567813,0.0883479718389842,0.247931415728829
"210512_s_at","220195_at",0.100769399237184,0.348567432329927,-0.247798033092743
"AFFX-HUMRGE/M10098_3_at","200908_s_at",0.114050003219184,0.361260725786608,-0.247210722567424
"221253_s_at","213689_x_at",0.348701267516068,0.101642781301777,0.247058486214292
"228055_at","204891_s_at",0.0955146983755799,0.342523471396227,-0.247008773020647
"219990_at","218349_s_at",0.291665687388436,0.0446822856869339,0.246983401701503
"226084_at","266_s_at",0.0936058122515118,0.340578981573956,-0.246973169322444
"216491_x_at","221253_s_at",-0.312226522932143,-0.0654094250116897,-0.246817097920453
"227337_at","235868_at",0.0877950318616353,0.334293369634255,-0.24649833777262
"212105_s_at","231370_at",-0.103510146731678,-0.349689982371637,0.246179835639959
"213642_at","227052_at",-0.124149632501385,-0.369553996201577,0.245404363700192
"231647_s_at","1558080_s_at",0.290953111226957,0.0456477035549846,0.245305407671972
"215379_x_at","201122_x_at",0.30532696157335,0.0606140573641055,0.244712904209245
"211367_s_at","204507_s_at",-0.296101803463233,-0.0513939925150604,-0.244707810948173
"200799_at","216033_s_at",-0.32287570436997,-0.0782224459584237,-0.244653258411546
"238021_s_at","231577_s_at",-0.113629080288192,-0.357839616685961,0.244210536397769
"223578_x_at","210379_s_at",0.27861534625204,0.034641173533562,0.243974172718478
"211642_at","216829_at",0.358551979170212,0.115560610575478,0.242991368594734
"217762_s_at","1555594_a_at",-0.0892446466671124,-0.332231706589098,0.242987059921986
"229147_at","229367_s_at",-0.100072753439521,-0.342927584823071,0.24285483138355
"230650_at","202688_at",0.0980114274960935,0.34044301487501,-0.242431587378916
"233899_x_at","242918_at",0.0874175731986708,0.329584221870004,-0.242166648671333
"235343_at","1552485_at",0.0871657915843799,0.329287430181672,-0.242121638597292
"224568_x_at","211077_s_at",0.0977365751976963,0.33972968675292,-0.241993111555223
"228518_at","210138_at",0.28407786627185,0.0423242067067231,0.241753659565127
"201387_s_at","204529_s_at",0.134454277507923,0.376027203011998,-0.241572925504075
"213689_x_at","213534_s_at",0.286030656026339,0.044465880442088,0.241564775584251
"220892_s_at","219497_s_at",-0.0929712178238881,-0.334452270854134,0.241481053030246
"208828_at","215450_at",0.109066890550626,0.350362668612915,-0.241295778062289
"223062_s_at","226223_at",0.111451232917031,0.352746795463298,-0.241295562546267
"200602_at","233827_s_at",-0.278668414623977,-0.0374131240171768,-0.2412552906068
"AFFX-HUMRGE/M10098_M_at","AFFX-HUMRGE/M10098_3_at",0.255199874625365,0.495809324977535,-0.24060945035217
"215949_x_at","223565_at",0.0956229435384052,0.335605164217346,-0.239982220678941
"218764_at","212599_at",0.107175836315405,0.347074229695453,-0.239898393380048
"207901_at","225171_at",-0.0885639302683485,-0.328452487825003,0.239888557556654
"221092_at","213875_x_at",0.282915452499832,0.0432045356329771,0.239710916866855
"217235_x_at","210379_s_at",-0.285555841383453,-0.0459522360827446,-0.239603605300708
"211367_s_at","206011_at",0.34805808198788,0.108506133153284,0.239551948834596
"208828_at","224436_s_at",0.287729116721553,0.0482141224580483,0.239514994263505
"211367_s_at","227458_at",0.324856254517587,0.0855977351037412,0.239258519413846
"208103_s_at","215450_at",0.289927820671227,0.0507391207418615,0.239188699929365
"229367_s_at","230836_at",-0.143422407304347,-0.382559227752947,0.2391368204486
"201397_at","223565_at",0.0972306834399705,0.33626963994729,-0.23903895650732
"237215_s_at","235341_at",0.103088538300603,0.34114340608108,-0.238054867780477
"208103_s_at","213534_s_at",0.34231951968122,0.104293622933953,0.238025896747268
"206085_s_at","1568513_x_at",-0.097097471003253,-0.334955200647144,0.237857729643891
"213831_at","210105_s_at",-0.277791311315606,-0.0400772982580879,-0.237714013057518
"223940_x_at","201122_x_at",-0.283533701433748,-0.0459470338601745,-0.237586667573573
"202364_at","224321_at",-0.284597085066161,-0.0470615387507541,-0.237535546315407
"204591_at","239243_at",0.103944057732195,0.34116813830818,-0.237224080575985
"215379_x_at","211641_x_at",0.303122597392772,0.0661247259474886,0.236997871445283
"203438_at","218566_s_at",-0.102836790745867,-0.339572638000233,0.236735847254367
"226444_at","241940_at",0.125368294442363,0.362003474617529,-0.236635180175167
"238021_s_at","202436_s_at",-0.103023954964248,-0.339224358933012,0.236200403968763
"212205_at","204444_at",0.164435347037818,0.40047611477337,-0.236040767735552
"216491_x_at","235341_at",-0.310037188577629,-0.074087548148765,-0.235949640428864
"228167_at","209278_s_at",0.127992972545642,0.363905323490216,-0.235912350944574
"202688_at","217732_s_at",0.134563967848275,0.370170190234188,-0.235606222385913
"231978_at","241535_at",0.103868738367396,0.339218813044241,-0.235350074676845
"226517_at","232017_at",0.285314876619802,0.0502557978622183,0.235059078757584
"231166_at","218793_s_at",0.136136200237729,0.371019684027854,-0.234883483790124
"209138_x_at","214677_x_at",0.333096416389812,0.567844345945584,-0.234747929555773
"1565162_s_at","1552703_s_at",0.290576763647752,0.525120277217284,-0.234543513569532
"201883_s_at","216044_x_at",-0.100237128975952,-0.334684335221139,0.234447206245187
"227510_x_at","1553749_at",-0.107275990181588,-0.341547837780647,0.234271847599059
"210138_at","209541_at",0.108604779759684,0.342495436632408,-0.233890656872724
"216450_x_at","231418_at",0.228746374886708,0.462455333128752,-0.233708958242044
"205403_at","204777_s_at",0.264061254495074,0.497385524394622,-0.233324269899548
"203967_at","228033_at",0.111256453202146,0.344055020296695,-0.232798567094548
"203967_at","1555193_a_at",-0.154944557597464,-0.38771790694603,0.232773349348566
"1556499_s_at","1553436_at",0.126286650009566,0.359013353293823,-0.232726703284257
"211645_x_at","215176_x_at",0.224251065141079,0.456754031687054,-0.232502966545975
"202437_s_at","218349_s_at",-0.166362027149977,-0.398449913338235,0.232087886188258
"216491_x_at","223565_at",0.287279614635767,0.0557867139444446,0.231492900691322
"202936_s_at","231597_x_at",-0.119494166442506,-0.350691756357016,0.23119758991451
"208003_s_at","1554519_at",0.138400193385928,0.369380019871595,-0.230979826485666
"1569238_a_at","242918_at",0.0984924691392884,0.329331685226742,-0.230839216087454
"219777_at","214953_s_at",-0.100625757195991,-0.331454099731052,0.230828342535061
"223940_x_at","224838_at",-0.303591549190982,-0.0728162961803068,-0.230775253010675
"221727_at","235117_at",0.311692732129758,0.0812115784907552,0.230481153639003
"224499_s_at","224918_x_at",0.322120621653563,0.0916431664355477,0.230477455218016
"224406_s_at","224918_x_at",0.32524698064769,0.0947901358304927,0.230456844817198
"243999_at","211368_s_at",-0.285030170067745,-0.0550942949450921,-0.229935875122653
"221092_at","200952_s_at",0.190962500094728,0.420667408335366,-0.229704908240639
"224838_at","AFFX-BioB-3_at",0.324032553698448,0.0945389443997848,0.229493609298663
"224361_s_at","222850_s_at",0.135290443943567,0.36455838380045,-0.229267939856883
"221253_s_at","224918_x_at",0.314254210440123,0.0855526155527566,0.228701594887366
"216491_x_at","219602_s_at",-0.275949736892084,-0.0473118032826197,-0.228637933609465
"231577_s_at","201008_s_at",0.216411238044761,0.444677140165193,-0.228265902120432
"1554679_a_at","208767_s_at",0.442068103294888,0.669921481823413,-0.227853378528524
"211368_s_at","223940_x_at",-0.304494727093527,-0.0770152394312714,-0.227479487662256
"203153_at","236191_at",0.146614119396919,0.374054533000319,-0.2274404136034
"229114_at","223588_at",0.31104726756365,0.0836633172194503,0.2273839503442
"235278_at","200800_s_at",-0.344799010396735,-0.117639731086442,-0.227159279310293
"226158_at","210148_at",0.134922853299684,0.361910093245365,-0.226987239945681
"211650_x_at","211908_x_at",0.275616163222829,0.502274902693057,-0.226658739470228
"226558_at","230866_at",0.292135458313311,0.065753580647358,0.226381877665953
"215121_x_at","214971_s_at",-0.305462009642679,-0.079088463601928,-0.226373546040751
"227462_at","219841_at",0.310909087664589,0.0847029714911696,0.226206116173419
"212205_at","209025_s_at",0.313294136333731,0.0872616386319386,0.226032497701792
"213350_at","200864_s_at",-0.121980852811541,-0.348003412267889,0.226022559456348
"1563357_at","235009_at",0.104619973297705,0.330627486833727,-0.226007513536021
"204866_at","1552701_a_at",0.105394054540778,0.331255660675737,-0.22586160613496
"216450_x_at","215450_at",0.33528020149245,0.109598672311266,0.225681529181184
"205105_at","226860_at",0.163546948989889,0.388602376154503,-0.225055427164614
"229067_at","235341_at",0.106770740117242,0.331165822528483,-0.224395082411241
"235009_at","242918_at",0.296215091953344,0.0719209260856412,0.224294165867702
"224838_at","211137_s_at",0.144949993118518,0.368939079435955,-0.223989086317437
"212233_at","228636_at",0.289628399690152,0.0660375426057289,0.223590857084423
"227354_at","210148_at",0.150382094866197,0.373628194470138,-0.223246099603941
"227556_at","1563357_at",0.201929811036252,0.424975447851206,-0.223045636814953
"211555_s_at","230659_at",0.132474258151475,0.355413616201121,-0.222939358049646
"204959_at","218986_s_at",0.133010579401643,0.355811689139644,-0.222801109738002
"201215_at","210145_at",0.10549988133813,0.32821305886862,-0.222713177530489
"213642_at","216246_at",0.344515362879025,0.121891634193528,0.222623728685497
"209754_s_at","238342_at",-0.288853714649017,-0.0663551962959755,-0.222498518353042
"214452_at","223062_s_at",-0.379519783610254,-0.157111420437781,-0.222408363172473
"223940_x_at","AFFX-BioB-M_at",0.336335043336025,0.113952345137234,0.222382698198791
"211367_s_at","205884_at",0.344589561367466,0.122346466866296,0.22224309450117
"226181_at","229787_s_at",0.106497125581657,0.328704788481041,-0.222207662899383
"212094_at","231747_at",-0.294303809519491,-0.0720981377492139,-0.222205671770277
"214131_at","224405_at",-0.143617496097332,-0.365217084850509,0.221599588753177
"226181_at","217859_s_at",0.298601218777429,0.077189880731904,0.221411338045525
"215121_x_at","1565162_s_at",-0.301715873693017,-0.0803118984777671,-0.22140397521525
"223565_at","219017_at",0.110997181154693,0.33192621938822,-0.220929038233528
"211368_s_at","209682_at",0.118309059134203,0.338524185901497,-0.220215126767294
"1552703_s_at","204240_s_at",-0.275770705443037,-0.0562239732999971,-0.21954673214304
"1565162_s_at","217378_x_at",0.284904784140561,0.065442773334835,0.219462010805726
"219497_s_at","1556821_x_at",0.169321857363008,0.388740496676552,-0.219418639313543
"205884_at","242918_at",-0.350884215996805,-0.131644775068913,-0.219239440927892
"1565162_s_at","225062_at",0.14504283002164,0.364163723999646,-0.219120893978005
"216576_x_at","215176_x_at",0.334640871160043,0.115626711639264,0.219014159520779
"202935_s_at","241425_at",0.168353329303046,0.385823190145144,-0.217469860842098
"201890_at","233827_s_at",0.322695901903256,0.105508958104947,0.217186943798309
"1554474_a_at","207426_s_at",0.128317441194835,0.345164658382948,-0.216847217188113
"211367_s_at","213875_x_at",0.113725183460348,0.330335329551253,-0.216610146090905
"229067_at","218349_s_at",0.149461899345082,0.366062206474159,-0.216600307129077
"215245_x_at","226641_at",0.378613924571361,0.162294590213726,0.216319334357635
"221773_at","228988_at",0.122639209024805,0.338943412240303,-0.216304203215498
"212605_s_at","236641_at",0.195251064299729,0.410931728615475,-0.215680664315747
"225285_at","223501_at",0.142196568856884,0.357723743147995,-0.215527174291111
"214001_x_at","200666_s_at",0.31262622374254,0.0973729142117682,0.215253309530772
"206618_at","216033_s_at",0.132044782170847,0.346800366402968,-0.214755584232121
"215214_at","216560_x_at",0.484195857370658,0.698942909063049,-0.214747051692391
"212094_at","224361_s_at",0.278584451016265,0.0641003544646179,0.214484096551647
"1563445_x_at","214315_x_at",-0.11526364976159,-0.329537753183433,0.214274103421843
"206641_at","208103_s_at",0.115008612807856,0.328880475142363,-0.213871862334507
"209970_x_at","223062_s_at",0.340200334293913,0.12637328559178,0.213827048702133
"201123_s_at","213689_x_at",-0.133064614652206,-0.346458150729775,0.213393536077569
"215379_x_at","224837_at",-0.279768648218879,-0.0666749402525594,-0.213093707966319
"224588_at","214218_s_at",0.138349677400067,0.35112924094946,-0.212779563549393
"227499_at","226158_at",0.166342625490604,0.379112532690991,-0.212769907200387
"238623_at","208763_s_at",-0.289278840842248,-0.0767454963830538,-0.212533344459194
"227462_at","201242_s_at",0.320772592559338,0.108875292965478,0.21189729959386
"229147_at","203153_at",0.126990168456945,0.338412266797401,-0.211422098340455
"229367_s_at","224918_x_at",0.307843825083584,0.0964883420439453,0.211355483039639
"230741_at","218589_at",0.328244848687489,0.1173669357916,0.210877912895889
"242406_at","242468_at",0.358736577167659,0.148740195355372,0.209996381812287
"202437_s_at","207002_s_at",0.124679950511902,0.334639096983386,-0.209959146471484
"244631_at","227354_at",0.288449562659017,0.0786526649415317,0.209796897717485
"207688_s_at","200666_s_at",0.119831094281252,0.329598361929043,-0.209767267647792
"217378_x_at","218986_s_at",0.281411310198827,0.0716703314319542,0.209740978766873
"203438_at","203574_at",0.118054611134383,0.327738583145869,-0.209683972011486
"217235_x_at","209138_x_at",0.159597606417992,0.369220942149304,-0.209623335731313
"214971_s_at","227524_at",0.281705215108344,0.0721430078473813,0.209562207260963
"238774_at","232210_at",0.133135624788643,0.342159725420646,-0.209024100632004
"223645_s_at","201242_s_at",-0.292369248024281,-0.0834030519033168,-0.208966196120964
"219777_at","206983_at",0.158576252655277,0.367403146069269,-0.208826893413992
"215621_s_at","204429_s_at",0.149074129942244,0.357868610130015,-0.208794480187771
"201909_at","203562_at",0.128707830723641,0.337022618027063,-0.208314787303422
"216491_x_at","1558080_s_at",0.289625431650526,0.0813775688732691,0.208247862777257
"216853_x_at","211798_x_at",0.126364082074057,0.33441567261987,-0.208051590545812
"200962_at","203387_s_at",0.145348931641532,0.353211014810056,-0.207862083168525
"208319_s_at","222848_at",0.339177615786766,0.13174143096694,0.207436184819826
"215949_x_at","211641_x_at",0.177663085074804,0.384540791363757,-0.206877706288953
"215121_x_at","213875_x_at",-0.124284589974334,-0.329845766881982,0.205561176907648
"214056_at","238563_at",-0.180332701169511,-0.385889945988375,0.205557244818864
"231576_at","230659_at",0.197486228302313,0.403012832196793,-0.20552660389448
"226084_at","1553436_at",-0.127828785529343,-0.333335904181423,0.20550711865208
"206085_s_at","226675_s_at",-0.309586202446676,-0.104163080385854,-0.205423122060822
"1565162_s_at","213753_x_at",-0.316173831521021,-0.111109865976759,-0.205063965544262
"229067_at","228729_at",0.129034701583811,0.333992996985415,-0.204958295401605
"223062_s_at","210105_s_at",0.300696695536092,0.0957437208155971,0.204952974720495
"204159_at","227798_at",0.174192612414538,0.379124360008768,-0.20493174759423
"208650_s_at","221253_s_at",-0.35043827313463,-0.145808290370162,-0.204629982764468
"215121_x_at","215946_x_at",0.379994014250893,0.17542578128804,0.204568232962853
"214001_x_at","231577_s_at",-0.286586909562561,-0.0820534909574665,-0.204533418605095
"238430_x_at","226725_at",0.213352545745543,0.417850049095682,-0.204497503350139
"203665_at","201397_at",-0.140904791352362,-0.345254692497205,0.204349901144843
"230877_at","215621_s_at",0.287345599000823,0.491341000165693,-0.20399540116487
"214452_at","214720_x_at",0.288852636239305,0.0852759724035668,0.203576663835738
"214155_s_at","227278_at",0.160875006784214,0.363920211344947,-0.203045204560733
"211367_s_at","213534_s_at",0.302133295199466,0.0993815474844258,0.20275174771504
"224499_s_at","227052_at",0.181580217320717,0.384142317271459,-0.202562099950742
"201340_s_at","202688_at",-0.155390086507416,-0.35788628143767,0.202496194930254
"1563445_x_at","218566_s_at",0.137549817251251,0.339293746840425,-0.201743929589174
"231647_s_at","224918_x_at",-0.370135114282029,-0.168613093732033,-0.201522020549996
"217859_s_at","1554519_at",0.129781982712834,0.33129984404747,-0.201517861334636
"204409_s_at","203038_at",0.132154884748452,0.333626223868759,-0.201471339120306
"226517_at","219017_at",-0.300966774612973,-0.099913949228044,-0.201052825384929
"230877_at","1552701_a_at",0.280189099121829,0.0792392516032265,0.200949847518603
"213797_at","220892_s_at",0.127481924535721,0.327956730279198,-0.200474805743477
"216491_x_at","216693_x_at",-0.309491126217505,-0.109143657062306,-0.200347469155199
"239082_at","227052_at",0.24330888053485,0.44349193752311,-0.20018305698826
"208151_x_at","224918_x_at",0.345214556052532,0.145185963092781,0.200028592959751
"242903_at","208003_s_at",0.141769226729365,0.341664304191672,-0.199895077462307
"224838_at","224918_x_at",-0.281244055146009,-0.0815066691445823,-0.199737386001427
"211368_s_at","1552703_s_at",0.339157911823531,0.538832022204547,-0.199674110381015
"235278_at","221727_at",0.28898949778538,0.0897193917359585,0.199270106049421
"218764_at","209120_at",0.321614571883288,0.122668368206653,0.198946203676635
"214315_x_at","213674_x_at",-0.226786018333433,-0.425655540640098,0.198869522306665
"211368_s_at","216693_x_at",-0.402223258953755,-0.203662234233077,-0.198561024720678
"206834_at","1556499_s_at",-0.176711971854347,-0.375084170905125,0.198372199050778
"208719_s_at","224918_x_at",-0.310380365830767,-0.112107950269376,-0.198272415561391
"238774_at","1555996_s_at",0.2892364680462,0.0911297696402125,0.198106698405988
"243198_at","204249_s_at",0.235249174276878,0.433273645540362,-0.198024471263484
"220306_at","212605_s_at",-0.135181021528921,-0.333115076441951,0.19793405491303
"228343_at","205321_at",-0.154198852523419,-0.351752681613168,0.197553829089749
"220177_s_at","204159_at",-0.140072695529454,-0.337304546603848,0.197231851074393
"204959_at","214023_x_at",0.160768624223179,0.357992013055227,-0.197223388832048
"212205_at","227646_at",0.135849225886596,0.332468907071809,-0.196619681185213
"212605_s_at","213606_s_at",0.186737177507139,0.383282791029192,-0.196545613522053
"209025_s_at","204240_s_at",0.307589043934389,0.111203214375979,0.19638582955841
"224837_at","AFFX-BioB-3_at",-0.297593029899711,-0.101836137046416,-0.195756892853295
"231577_s_at","210148_at",-0.204266912383987,-0.399803847379505,0.195536934995518
"204646_at","225202_at",0.152901656244231,0.348380672410461,-0.19547901616623
"209138_x_at","211639_x_at",0.135852115805887,0.331287024283676,-0.195434908477789
"238008_at","227354_at",0.166520776847173,0.361528973319935,-0.195008196472761
"235117_at","226223_at",0.142728434277294,0.336565003486909,-0.193836569209615
"209803_s_at","224406_s_at",-0.152837962160371,-0.346477564495349,0.193639602334978
"230836_at","201397_at",0.14499551978872,0.338559065328844,-0.193563545540124
"225295_at","218349_s_at",0.134670517042384,0.327940207056164,-0.193269690013779
"208524_at","214971_s_at",0.144877840909923,0.337786287339931,-0.192908446430008
"1552485_at","219017_at",0.154247247386886,0.347090665700127,-0.192843418313241
"227900_at","232007_at",0.300772947032834,0.10805391653938,0.192719030493454
"1563445_x_at","232017_at",-0.152907057573913,-0.345224680025831,0.192317622451918
"208719_s_at","221253_s_at",-0.285154931664268,-0.0929603842886591,-0.192194547375608
"228204_at","235868_at",-0.144347306152246,-0.33636803500503,0.192020728852784
"210839_s_at","224918_x_at",0.286616433404361,0.0946859837049898,0.191930449699371
"227278_at","AFFX-BioC-3_at",-0.148764921073065,-0.340659475654285,0.19189455458122
"223940_x_at","221606_s_at",-0.174469959487145,-0.366055639114227,0.191585679627082
"231418_at","202028_s_at",0.224596557239264,0.416100307280318,-0.191503750041054
"205321_at","222846_at",0.187704653368949,0.378877964242448,-0.191173310873499
"1557078_at","243999_at",0.225949574051503,0.417118667378093,-0.19116909332659
"226612_at","219179_at",0.189952094927237,0.380860004235794,-0.190907909308556
"204240_s_at","204148_s_at",-0.152553135498217,-0.343026589566131,0.190473454067914
"212094_at","1555060_a_at",-0.313203602514719,-0.122829921052152,-0.190373681462567
"225046_at","237215_s_at",-0.287653583217232,-0.0975838724533128,-0.190069710763919
"226181_at","201925_s_at",0.3007896332568,0.110721786535358,0.190067846721442
"225626_at","223502_s_at",0.30557623275815,0.115913378975884,0.189662853782266
"212094_at","201010_s_at",0.158969236263192,0.347698870671872,-0.18872963440868
"219777_at","230836_at",0.20731660723834,0.395628514334861,-0.188311907096521
"223062_s_at","200664_s_at",-0.216131757299284,-0.404360324714398,0.188228567415114
"205884_at","231370_at",-0.146865973804834,-0.335079523375848,0.188213549571014
"202437_s_at","209682_at",-0.313441089677003,-0.125236915457593,-0.18820417421941
"202600_s_at","228729_at",-0.294537406509821,-0.10695681001609,-0.187580596493732
"211368_s_at","206011_at",0.160526756273667,0.347875668834156,-0.187348912560489
"202935_s_at","235740_at",-0.282925168735569,-0.09605652624955,-0.18686864248602
"235400_at","202988_s_at",-0.168126661548737,-0.354990011231754,0.186863349683017
"211367_s_at","216945_x_at",-0.299629156623969,-0.112942058996496,-0.186687097627473
"213606_s_at","201010_s_at",-0.318432358678694,-0.132279293673993,-0.186153065004701
"216207_x_at","217378_x_at",0.328642862516739,0.143373993355784,0.185268869160956
"1564053_a_at","235048_at",0.161038642151508,0.346186592180174,-0.185147950028666
"234764_x_at","224342_x_at",-0.362813964164531,-0.178461810793946,-0.184352153370585
"212092_at","242814_at",-0.292852603760476,-0.108649445358436,-0.18420315840204
"226085_at","228478_at",0.19394763077952,0.377746129933227,-0.183798499153707
"212501_at","226444_at",0.149639304891448,0.333371741582434,-0.183732436690985
"228697_at","241681_at",0.146203753547786,0.329524414378736,-0.183320660830949
"1563209_a_at","224838_at",0.289152321708843,0.106104960308436,0.183047361400407
"1558080_s_at","209524_at",0.313164265826637,0.130863206328443,0.182301059498194
"222891_s_at","200952_s_at",-0.166083653720788,-0.348159166831358,0.18207551311057
"237009_at","236293_at",0.156664216732352,0.338210040534546,-0.181545823802195
"231647_s_at","1565162_s_at",0.35828861722438,0.176849968988949,0.181438648235431
"211555_s_at","215723_s_at",0.219405121815854,0.400659745691936,-0.181254623876082
"239294_at","204995_at",-0.176658799611251,-0.357580281086609,0.180921481475358
"205034_at","202904_s_at",0.206616875884455,0.387410237439373,-0.180793361554918
"205463_s_at","212205_at",-0.286839740770407,-0.106415487724741,-0.180424253045666
"211637_x_at","212205_at",-0.279453508271083,-0.0992167516806785,-0.180236756590404
"228964_at","212592_at",0.169010743603716,0.3486648667737,-0.179654123169985
"223578_x_at","202688_at",-0.17546230900161,-0.354921424127649,0.179459115126039
"212105_s_at","233827_s_at",0.318369840230637,0.497737846097921,-0.179368005867285
"214155_s_at","218566_s_at",0.183279652516661,0.362508128423895,-0.179228475907233
"211074_at","202028_s_at",0.278791358064833,0.0995754942116923,0.179215863853141
"227812_at","227966_s_at",0.275890153469943,0.0967078270791019,0.179182326390841
"244565_at","235117_at",0.306619494127637,0.127734804519561,0.178884689608076
"217320_at","211655_at",0.158153021404573,0.336404368355265,-0.178251346950691
"203817_at","213606_s_at",-0.292962563525713,-0.115106865194427,-0.177855698331287
"231862_at","1559156_at",0.157481737416782,0.335285089512588,-0.177803352095807
"244565_at","229764_at",0.209563901539671,0.387327472666615,-0.177763571126944
"214677_x_at","215379_x_at",0.425342094522297,0.247777562430198,0.177564532092099
"215621_s_at","213674_x_at",0.77668430552241,0.599401588167006,0.177282717355404
"204759_at","218566_s_at",0.197937834537105,0.375040059942909,-0.177102225405805
"211367_s_at","211366_x_at",0.515771938024413,0.338799527482426,0.176972410541987
"215121_x_at","235401_s_at",-0.165828898209197,-0.342458360079736,0.176629461870539
"204273_at","210138_at",0.193682159463379,0.370274072000804,-0.176591912537425
"228697_at","202554_s_at",0.161784155104231,0.338103083675562,-0.176318928571331
"214218_s_at","218349_s_at",-0.159231252745863,-0.334946495023367,0.175715242277504
"227524_at","222787_s_at",0.190576735686414,0.36623804781351,-0.175661312127097
"203290_at","221491_x_at",0.573605270610644,0.749225240295427,-0.175619969684782
"1565162_s_at","230836_at",0.193072128209466,0.368357315022534,-0.175285186813069
